event_index,n_gen_triplet,leading_truth_triplet_slot,leading_truth_triplet_mass
3184,0,,
3185,1,1,197.339607
3186,1,1,150.081346
3187,0,,
3188,0,,
3189,1,0,200.223515
3190,0,,
3191,0,,
3192,1,1,135.797485
3193,0,,
3194,0,,
3195,2,0,175.658401
3196,1,1,213.784533
3197,2,0,141.489634
3198,1,0,261.498958
3199,0,,
3200,0,,
3201,0,,
3202,0,,
3203,0,,
3204,1,0,216.540128
3205,2,1,154.897774
3206,1,0,157.35543
3207,0,,
3208,1,0,142.507946
3209,0,,
3210,1,0,166.300889
3211,1,1,171.708963
3212,1,1,147.359095
3213,0,,
3214,2,1,166.745594
3215,0,,
3216,1,0,135.928534
3217,1,0,161.351814
3218,1,0,156.982133
3219,1,0,158.473683
3220,2,0,143.35114
3221,1,0,151.77458
3222,1,1,132.150495
3223,1,0,156.521737
3224,1,0,182.112488
3225,1,0,162.734029
3226,0,,
3227,0,,
3228,0,,
3229,1,1,145.513035
3230,1,1,172.471974
3231,0,,
3232,0,,
3233,0,,
3234,0,,
3235,1,1,168.345774
3236,0,,
3237,1,1,149.187276
3238,1,1,158.80182
3239,1,0,149.017821
3240,0,,
3241,0,,
3242,0,,
3243,0,,
3244,0,,
3245,1,0,173.883906
3246,0,,
3247,0,,
3248,0,,
3249,2,1,172.283415
3250,0,,
3251,0,,
3252,1,1,163.506023
3253,1,0,167.307909
3254,0,,
3255,0,,
3256,0,,
3257,2,0,159.35663
3258,0,,
3259,0,,
3260,0,,
3261,1,1,165.94236
3262,1,0,170.432097
3263,1,0,239.381875
3264,0,,
3265,0,,
3266,0,,
3267,0,,
3268,0,,
3269,1,0,170.864101
3270,2,0,181.743897
3271,1,1,196.207119
3272,1,0,169.436599
3273,1,0,172.35107
3274,1,0,139.89537
3275,2,1,157.069247
3276,1,1,163.986597
3277,0,,
3278,0,,
3279,0,,
3280,0,,
3281,0,,
3282,0,,
3283,1,1,161.689502
3284,0,,
3285,0,,
3286,0,,
3287,1,1,168.970335
3288,0,,
3289,0,,
3290,0,,
3291,0,,
3292,1,0,146.556769
3293,0,,
3294,1,0,151.482731
3295,2,1,221.379677
3296,1,1,151.522105
3297,0,,
3298,2,1,168.588501
3299,0,,
3300,1,1,203.520716
3301,1,1,162.519173
3302,0,,
3303,0,,
3304,0,,
3305,0,,
3306,1,1,167.686492
3307,0,,
3308,1,0,170.695182
3309,0,,
3310,0,,
3311,0,,
3312,0,,
3313,0,,
3314,0,,
3315,0,,
3316,0,,
3317,0,,
3318,0,,
3319,1,0,167.784423
3320,0,,
3321,0,,
3322,0,,
3323,0,,
3324,1,0,163.968459
3325,0,,
3326,1,1,185.790891
3327,0,,
3328,0,,
3329,1,0,175.252154
3330,0,,
3331,0,,
3332,0,,
3333,0,,
3334,1,0,187.833443
3335,0,,
3336,0,,
3337,0,,
3338,1,0,192.929868
3339,0,,
3340,1,1,166.535686
3341,1,0,173.664292
3342,0,,
3343,1,1,129.743796
3344,0,,
3345,0,,
3346,1,1,174.803361
3347,1,0,167.084867
3348,0,,
3349,1,0,169.412484
3350,1,1,217.658078
3351,2,0,178.672706
3352,0,,
3353,0,,
3354,0,,
3355,0,,
3356,0,,
3357,0,,
3358,0,,
3359,0,,
3360,2,1,172.315441
3361,0,,
3362,0,,
3363,0,,
3364,0,,
3365,1,1,168.63445
3366,0,,
3367,1,0,152.895411
3368,0,,
3369,1,1,164.984851
3370,0,,
3371,0,,
3372,0,,
3373,0,,
3374,2,0,161.719845
3375,1,1,176.699589
3376,0,,
3377,0,,
3378,0,,
3379,1,0,164.428825
3380,1,0,169.197385
3381,1,1,163.76528
3382,0,,
3383,1,0,164.931874
3384,1,0,175.242516
3385,0,,
3386,0,,
3387,0,,
3388,1,0,183.937636
3389,2,0,166.435726
3390,0,,
3391,1,0,160.245394
3392,1,0,187.546377
3393,0,,
3394,0,,
3395,0,,
3396,0,,
3397,0,,
3398,1,1,151.611094
3399,0,,
3400,0,,
3401,0,,
3402,0,,
3403,1,1,165.500822
3404,0,,
3405,0,,
3406,1,1,252.635318
3407,1,0,198.933361
3408,1,1,175.883054
3409,0,,
3410,1,0,161.489538
3411,0,,
3412,1,1,192.606124
3413,1,0,163.122851
3414,0,,
3415,1,1,185.131595
3416,1,0,258.120797
3417,1,0,238.097605
3418,1,1,173.602998
3419,1,0,181.964442
3420,1,1,169.38174
3421,0,,
3422,0,,
3423,1,0,179.178513
3424,0,,
3425,0,,
3426,1,0,125.555373
3427,1,0,170.04174
3428,0,,
3429,1,1,141.05551
3430,0,,
3431,0,,
3432,1,0,170.388976
3433,0,,
3434,0,,
3435,0,,
3436,0,,
3437,0,,
3438,1,0,156.391737
3439,0,,
3440,0,,
3441,1,0,175.14752
3442,0,,
3443,1,0,123.914509
3444,0,,
3445,1,0,215.769843
3446,1,0,199.142758
3447,1,1,167.236666
3448,0,,
3449,0,,
3450,0,,
3451,1,0,144.002725
3452,0,,
3453,0,,
3454,0,,
3455,0,,
3456,0,,
3457,1,1,138.174467
3458,1,0,146.86785
3459,1,0,141.795619
3460,1,0,166.280182
3461,0,,
3462,1,0,173.563058
3463,2,1,212.680402
3464,1,1,172.775833
3465,1,0,170.325264
3466,0,,
3467,0,,
3468,0,,
3469,0,,
3470,0,,
3471,0,,
3472,1,0,163.847398
3473,0,,
3474,1,0,149.394066
3475,0,,
3476,2,0,160.607468
3477,0,,
3478,1,1,180.262709
3479,0,,
3480,1,0,150.272702
3481,1,1,141.203614
3482,0,,
3483,0,,
3484,0,,
3485,1,1,155.925057
3486,0,,
3487,1,1,166.016986
3488,1,1,177.682692
3489,2,0,143.003514
3490,0,,
3491,0,,
3492,1,1,156.716672
3493,1,0,165.906608
3494,0,,
3495,0,,
3496,0,,
3497,1,1,169.178369
3498,0,,
3499,0,,
3500,0,,
3501,0,,
3502,0,,
3503,0,,
3504,1,1,177.230724
3505,1,1,160.75517
3506,0,,
3507,0,,
3508,0,,
3509,1,1,172.541654
3510,1,0,166.364092
3511,1,0,156.753874
3512,1,1,206.256866
3513,0,,
3514,0,,
3515,0,,
3516,0,,
3517,0,,
3518,0,,
3519,0,,
3520,0,,
3521,2,1,158.825558
3522,0,,
3523,1,1,152.132413
3524,1,1,158.539256
3525,1,1,141.137788
3526,1,0,152.170354
3527,0,,
3528,1,0,177.773023
3529,0,,
3530,1,1,150.448674
3531,1,0,175.72734
3532,0,,
3533,0,,
3534,0,,
3535,0,,
3536,1,1,156.916999
3537,0,,
3538,0,,
3539,0,,
3540,1,0,209.750353
3541,0,,
3542,0,,
3543,1,0,216.145047
3544,0,,
3545,0,,
3546,0,,
3547,1,0,166.736226
3548,0,,
3549,1,0,233.362622
3550,0,,
3551,1,0,156.931644
3552,0,,
3553,0,,
3554,0,,
3555,2,0,181.0359
3556,1,0,163.380331
3557,0,,
3558,0,,
3559,0,,
3560,1,1,173.627511
3561,0,,
3562,0,,
3563,1,0,158.751634
3564,1,0,166.980022
3565,1,1,168.318198
3566,0,,
3567,0,,
3568,1,1,155.031188
3569,0,,
3570,0,,
3571,0,,
3572,0,,
3573,0,,
3574,0,,
3575,2,0,178.978596
3576,1,1,217.145869
3577,0,,
3578,1,1,168.740854
3579,1,0,235.233985
3580,1,1,132.657375
3581,1,1,170.679582
3582,2,0,301.276649
3583,1,0,153.463519
3584,0,,
3585,1,1,325.776874
3586,1,0,173.519188
3587,0,,
3588,1,1,187.861101
3589,0,,
3590,1,0,151.03373
3591,0,,
3592,0,,
3593,0,,
3594,1,0,168.497704
3595,0,,
3596,0,,
3597,0,,
3598,0,,
3599,0,,
3600,1,0,178.989244
3601,1,1,171.427112
3602,0,,
3603,2,0,166.862954
3604,1,1,238.441371
3605,0,,
3606,0,,
3607,1,0,135.464076
3608,0,,
3609,0,,
3610,1,1,149.49087
3611,1,0,134.599361
3612,0,,
3613,0,,
3614,0,,
3615,0,,
3616,0,,
3617,0,,
3618,0,,
3619,1,0,187.758963
3620,1,0,209.365055
3621,1,0,175.149926
3622,1,0,214.43126
3623,1,1,142.472785
3624,1,1,157.72158
3625,0,,
3626,1,0,286.172358
3627,2,0,182.135491
3628,1,1,172.96488
3629,0,,
3630,0,,
3631,1,1,154.905066
3632,1,1,233.382713
3633,1,0,153.686565
3634,1,0,162.486346
3635,0,,
3636,0,,
3637,1,1,152.693234
3638,1,0,214.592407
3639,2,1,159.951585
3640,0,,
3641,0,,
3642,0,,
3643,1,1,158.98343
3644,0,,
3645,1,1,166.474457
3646,1,0,147.513548
3647,0,,
3648,1,0,186.540655
3649,1,1,152.316245
3650,0,,
3651,0,,
3652,0,,
3653,0,,
3654,0,,
3655,0,,
3656,0,,
3657,1,0,149.756206
3658,0,,
3659,2,0,170.852016
3660,1,1,161.912818
3661,1,0,254.683165
3662,0,,
3663,1,0,209.285063
3664,0,,
3665,0,,
3666,0,,
3667,0,,
3668,1,0,179.283687
3669,0,,
3670,0,,
3671,0,,
3672,0,,
3673,0,,
3674,0,,
3675,0,,
3676,0,,
3677,1,1,130.730927
3678,1,1,171.919657
3679,0,,
3680,1,0,167.405222
3681,0,,
3682,0,,
3683,0,,
3684,0,,
3685,0,,
3686,0,,
3687,1,0,167.273668
3688,0,,
3689,0,,
3690,0,,
3691,0,,
3692,0,,
3693,0,,
3694,0,,
3695,0,,
3696,0,,
3697,0,,
3698,1,0,168.467553
3699,0,,
3700,1,1,167.991457
3701,0,,
3702,1,1,170.172191
3703,0,,
3704,0,,
3705,0,,
3706,1,1,160.772572
3707,1,0,154.202736
3708,1,0,154.511012
3709,0,,
3710,0,,
3711,0,,
3712,0,,
3713,0,,
3714,0,,
3715,0,,
3716,2,0,138.946727
3717,0,,
3718,1,0,126.636478
3719,0,,
3720,0,,
3721,0,,
3722,0,,
3723,1,0,170.220412
3724,0,,
3725,0,,
3726,0,,
3727,0,,
3728,0,,
3729,0,,
3730,0,,
3731,0,,
3732,1,1,163.686989
3733,0,,
3734,0,,
3735,0,,
3736,0,,
3737,0,,
3738,0,,
3739,1,1,158.265697
3740,0,,
3741,0,,
3742,1,0,181.474713
3743,0,,
3744,1,0,152.554268
3745,1,0,161.509165
3746,0,,
3747,0,,
3748,0,,
3749,1,0,174.052601
3750,0,,
3751,1,0,167.574645
3752,2,0,177.300262
3753,0,,
3754,0,,
3755,0,,
3756,2,0,169.025825
3757,0,,
3758,0,,
3759,1,0,150.101767
3760,0,,
3761,0,,
3762,1,1,159.413718
3763,0,,
3764,0,,
3765,0,,
3766,0,,
3767,0,,
3768,0,,
3769,0,,
3770,2,1,152.137936
3771,0,,
3772,0,,
3773,0,,
3774,1,0,220.212828
3775,0,,
3776,0,,
3777,0,,
3778,0,,
3779,1,0,175.324412
3780,1,1,174.288901
3781,1,0,168.335058
3782,0,,
3783,1,1,165.204184
3784,1,0,160.883369
3785,0,,
3786,0,,
3787,1,0,166.0354
3788,1,0,158.578976
3789,1,1,184.032319
3790,1,1,411.699999
3791,1,1,175.784316
3792,0,,
3793,0,,
3794,0,,
3795,1,1,121.091729
3796,0,,
3797,1,1,173.451977
3798,1,1,165.312894
3799,1,0,177.926423
3800,1,1,165.955056
3801,1,0,182.622412
3802,0,,
3803,1,0,162.645701
3804,1,0,136.60655
3805,1,0,127.51957
3806,1,1,157.081315
3807,1,1,178.086463
3808,0,,
3809,0,,
3810,0,,
3811,1,0,170.556599
3812,0,,
3813,0,,
3814,1,0,181.5726
3815,1,1,132.85574
3816,1,0,124.703573
3817,0,,
3818,0,,
3819,0,,
3820,0,,
3821,1,0,143.739729
3822,2,1,160.183191
3823,0,,
3824,0,,
3825,1,0,131.593477
3826,1,0,161.107679
3827,1,1,154.951311
3828,0,,
3829,1,0,172.608962
3830,0,,
3831,0,,
3832,0,,
3833,0,,
3834,0,,
3835,1,0,157.559921
3836,0,,
3837,0,,
3838,2,0,138.459734
3839,0,,
3840,1,1,273.930771
3841,1,1,168.688615
3842,1,0,284.06277
3843,0,,
3844,0,,
3845,0,,
3846,0,,
3847,1,1,285.064936
3848,1,1,159.860149
3849,1,0,168.431178
3850,0,,
3851,0,,
3852,1,0,174.372005
3853,1,1,162.566717
3854,1,1,172.951643
3855,1,0,157.730171
3856,1,0,162.583427
3857,1,1,190.446354
3858,0,,
3859,0,,
3860,0,,
3861,0,,
3862,1,1,137.154284
3863,0,,
3864,1,1,188.839049
3865,0,,
3866,2,0,165.801087
3867,0,,
3868,0,,
3869,0,,
3870,0,,
3871,1,1,171.451031
3872,1,1,160.36379
3873,0,,
3874,0,,
3875,2,0,188.080369
3876,0,,
3877,0,,
3878,0,,
3879,0,,
3880,1,1,156.682415
3881,2,0,187.340474
3882,0,,
3883,1,0,171.843133
3884,0,,
3885,1,0,174.256199
3886,0,,
3887,0,,
3888,1,0,183.139325
3889,1,0,168.935111
3890,1,1,316.781988
3891,0,,
3892,0,,
3893,0,,
3894,1,0,171.368193
3895,0,,
3896,0,,
3897,0,,
3898,0,,
3899,0,,
3900,0,,
3901,0,,
3902,1,1,252.051919
3903,0,,
3904,0,,
3905,1,1,228.372388
3906,2,1,126.211295
3907,1,1,163.54233
3908,0,,
3909,0,,
3910,1,0,116.540533
3911,1,0,164.546103
3912,2,1,145.015061
3913,0,,
3914,0,,
3915,0,,
3916,0,,
3917,1,1,160.328002
3918,1,1,162.820774
3919,1,1,166.895544
3920,0,,
3921,0,,
3922,2,0,197.65758
3923,0,,
3924,0,,
3925,1,0,171.127269
3926,1,0,158.342111
3927,0,,
3928,0,,
3929,0,,
3930,1,1,164.368858
3931,1,1,160.378337
3932,0,,
3933,0,,
3934,0,,
3935,0,,
3936,2,0,137.039773
3937,1,0,151.572247
3938,0,,
3939,0,,
3940,1,0,169.162322
3941,0,,
3942,0,,
3943,0,,
3944,0,,
3945,1,0,160.87692
3946,1,1,163.800325
3947,0,,
3948,0,,
3949,0,,
3950,1,1,162.995289
3951,1,1,182.231562
3952,0,,
3953,0,,
3954,0,,
3955,0,,
3956,2,1,168.671025
3957,1,0,352.218394
3958,1,1,161.102872
3959,0,,
3960,0,,
3961,0,,
3962,1,1,157.883938
3963,0,,
3964,2,0,152.493057
3965,1,0,127.098787
3966,1,0,207.479003
3967,1,1,200.001102
3968,1,0,166.189147
3969,0,,
3970,0,,
3971,0,,
3972,1,0,187.894037
3973,0,,
3974,0,,
3975,0,,
3976,0,,
3977,1,1,148.497628
3978,0,,
3979,1,1,311.445573
3980,1,1,165.835506
3981,0,,
3982,0,,
3983,1,0,145.78186
3984,0,,
3985,0,,
3986,0,,
3987,0,,
3988,0,,
3989,0,,
3990,0,,
3991,1,0,187.352234
3992,0,,
3993,1,1,160.370479
3994,1,1,148.27721
3995,0,,
3996,0,,
3997,0,,
3998,0,,
3999,1,0,211.544912
4000,1,1,157.453102
4001,0,,
4002,0,,
4003,1,1,155.864887
4004,0,,
4005,0,,
4006,1,1,159.723461
4007,0,,
4008,0,,
4009,1,1,266.872173
4010,0,,
4011,0,,
4012,0,,
4013,1,1,177.73704
4014,0,,
4015,0,,
4016,0,,
4017,1,1,128.852504
4018,0,,
4019,0,,
4020,0,,
4021,1,0,166.330027
4022,0,,
4023,0,,
4024,1,1,162.858184
4025,0,,
4026,0,,
4027,0,,
4028,1,0,184.956378
4029,0,,
4030,0,,
4031,0,,
4032,0,,
4033,1,0,163.884451
4034,0,,
4035,1,0,144.366311
4036,0,,
4037,1,1,177.435642
4038,2,0,169.018398
4039,0,,
4040,0,,
4041,0,,
4042,0,,
4043,2,0,162.845123
4044,2,1,188.677226
4045,1,0,171.634722
4046,1,0,151.581016
4047,0,,
4048,0,,
4049,0,,
4050,0,,
4051,0,,
4052,1,1,154.71135
4053,1,1,160.130849
4054,0,,
4055,0,,
4056,0,,
4057,0,,
4058,0,,
4059,1,0,245.389056
4060,0,,
4061,0,,
4062,0,,
4063,2,1,170.549674
4064,0,,
4065,1,0,135.905984
4066,0,,
4067,0,,
4068,0,,
4069,0,,
4070,1,0,160.950872
4071,1,1,158.695838
4072,1,1,180.93887
4073,1,1,333.008308
4074,0,,
4075,0,,
4076,1,1,171.389508
4077,0,,
4078,0,,
4079,0,,
4080,0,,
4081,1,1,172.381372
4082,0,,
4083,0,,
4084,1,1,167.152558
4085,0,,
4086,1,0,132.204878
4087,0,,
4088,1,1,157.085892
4089,1,1,169.116726
4090,0,,
4091,0,,
4092,0,,
4093,1,0,167.461207
4094,0,,
4095,0,,
4096,1,0,178.728502
4097,0,,
4098,0,,
4099,1,1,199.507462
4100,0,,
4101,0,,
4102,1,0,164.708801
4103,2,1,165.66839
4104,0,,
4105,0,,
4106,0,,
4107,0,,
4108,1,0,188.709358
4109,2,0,153.824948
4110,0,,
4111,1,0,131.679899
4112,1,0,138.485315
4113,1,1,155.13689
4114,0,,
4115,0,,
4116,0,,
4117,1,0,172.070061
4118,0,,
4119,1,0,237.412897
4120,1,1,156.256627
4121,0,,
4122,0,,
4123,2,1,172.3305
4124,0,,
4125,0,,
4126,1,0,176.234341
4127,0,,
4128,1,0,123.279798
4129,0,,
4130,0,,
4131,0,,
4132,0,,
4133,0,,
4134,0,,
4135,0,,
4136,1,1,229.616405
4137,0,,
4138,0,,
4139,1,0,162.427562
4140,0,,
4141,1,1,202.108931
4142,0,,
4143,0,,
4144,0,,
4145,1,1,151.628022
4146,0,,
4147,0,,
4148,1,1,177.071113
4149,0,,
4150,1,0,179.448199
4151,0,,
4152,0,,
4153,0,,
4154,0,,
4155,0,,
4156,1,1,178.167749
4157,0,,
4158,2,1,162.220143
4159,2,1,168.71819
4160,1,0,181.258902
4161,1,1,254.883031
4162,0,,
4163,0,,
4164,0,,
4165,0,,
4166,2,0,113.302045
4167,1,1,170.113873
4168,0,,
4169,1,1,184.397966
4170,1,1,213.650353
4171,1,1,166.36004
4172,0,,
4173,0,,
4174,1,1,171.750244
4175,0,,
4176,0,,
4177,1,0,167.959591
4178,0,,
4179,1,1,365.856621
4180,1,0,163.250415
4181,0,,
4182,0,,
4183,0,,
4184,0,,
4185,1,0,161.265892
4186,0,,
4187,0,,
4188,0,,
4189,1,0,144.804042
4190,1,1,157.410352
4191,0,,
4192,0,,
4193,2,0,174.488593
4194,1,0,178.600971
4195,0,,
4196,2,1,154.981342
4197,1,1,187.477406
4198,0,,
4199,0,,
4200,1,1,268.931047
4201,0,,
4202,0,,
4203,0,,
4204,0,,
4205,0,,
4206,1,1,134.888762
4207,0,,
4208,0,,
4209,2,0,166.693261
4210,0,,
4211,0,,
4212,1,0,171.266004
4213,1,1,169.967452
4214,1,1,154.575623
4215,0,,
4216,0,,
4217,1,1,219.614534
4218,0,,
4219,0,,
4220,1,0,151.492785
4221,1,1,138.424664
4222,0,,
4223,1,1,139.587142
4224,0,,
4225,1,0,169.662352
4226,1,0,154.181346
4227,2,1,163.804976
4228,0,,
4229,0,,
4230,0,,
4231,0,,
4232,0,,
4233,1,0,149.081479
4234,1,1,175.356387
4235,0,,
4236,0,,
4237,1,1,169.66975
4238,2,0,155.982671
4239,1,0,142.398051
4240,1,0,229.583081
4241,1,1,161.590487
4242,1,0,176.785227
4243,0,,
4244,1,0,163.748504
4245,0,,
4246,0,,
4247,1,1,240.364529
4248,0,,
4249,1,0,149.053558
4250,1,0,168.389643
4251,0,,
4252,1,0,176.721515
4253,1,1,338.77379
4254,1,0,169.597286
4255,1,0,150.886356
4256,0,,
4257,0,,
4258,0,,
4259,1,0,119.122055
4260,2,1,167.115276
4261,0,,
4262,0,,
4263,1,0,139.509154
4264,0,,
4265,0,,
4266,0,,
4267,0,,
4268,1,0,182.882216
4269,0,,
4270,1,1,166.190801
4271,1,1,162.766193
4272,1,1,177.950293
4273,0,,
4274,1,1,144.072566
4275,1,0,161.845355
4276,0,,
4277,0,,
4278,0,,
4279,2,0,167.64427
4280,1,0,169.023276
4281,1,1,177.821154
4282,0,,
4283,0,,
4284,0,,
4285,1,1,135.55435
4286,0,,
4287,1,1,173.679661
4288,1,0,220.55947
4289,0,,
4290,2,0,190.281719
4291,1,0,165.000265
4292,0,,
4293,0,,
4294,0,,
4295,0,,
4296,0,,
4297,0,,
4298,0,,
4299,1,1,125.368797
4300,0,,
4301,0,,
4302,0,,
4303,1,1,183.53558
4304,0,,
4305,0,,
4306,1,0,199.374231
4307,0,,
4308,0,,
4309,0,,
4310,0,,
4311,0,,
4312,1,1,132.404048
4313,0,,
4314,1,0,144.12227
4315,1,0,122.172286
4316,0,,
4317,0,,
4318,1,1,173.585615
4319,1,0,159.461202
4320,0,,
4321,1,0,205.076816
4322,2,1,176.173355
4323,0,,
4324,0,,
4325,0,,
4326,1,1,301.831274
4327,0,,
4328,0,,
4329,0,,
4330,0,,
4331,0,,
4332,0,,
4333,0,,
4334,0,,
4335,0,,
4336,0,,
4337,0,,
4338,0,,
4339,0,,
4340,1,0,237.217603
4341,0,,
4342,0,,
4343,1,0,143.407852
4344,1,0,147.863063
4345,2,0,153.757393
4346,0,,
4347,0,,
4348,0,,
4349,1,0,157.652984
4350,1,1,151.655023
4351,0,,
4352,0,,
4353,0,,
4354,0,,
4355,1,1,169.513244
4356,1,1,161.63207
4357,0,,
4358,0,,
4359,1,0,163.440508
4360,1,1,167.090483
4361,0,,
4362,1,0,159.104503
4363,0,,
4364,1,1,161.331852
4365,1,1,172.663451
4366,0,,
4367,1,1,180.448441
4368,1,0,159.836074
4369,1,1,183.023551
4370,0,,
4371,0,,
4372,0,,
4373,0,,
4374,0,,
4375,0,,
4376,1,1,176.063003
4377,1,1,153.216979
4378,0,,
4379,0,,
4380,1,0,167.897111
4381,0,,
4382,0,,
4383,0,,
4384,0,,
4385,1,0,172.799632
4386,1,1,163.754233
4387,1,0,169.38777
4388,0,,
4389,0,,
4390,1,1,183.935595
4391,1,0,150.575119
4392,0,,
4393,2,0,159.91266
4394,0,,
4395,0,,
4396,1,1,149.887952
4397,0,,
4398,0,,
4399,0,,
4400,0,,
4401,1,0,168.043893
4402,0,,
4403,1,0,168.01491
4404,1,1,185.656166
4405,0,,
4406,0,,
4407,0,,
4408,1,0,198.099939
4409,0,,
4410,0,,
4411,1,1,218.416045
4412,0,,
4413,0,,
4414,1,0,211.89746
4415,1,1,200.619572
4416,0,,
4417,0,,
4418,0,,
4419,1,1,167.02036
4420,1,1,109.490254
4421,1,0,153.303649
4422,0,,
4423,0,,
4424,1,1,182.622484
4425,1,1,157.378026
4426,0,,
4427,0,,
4428,0,,
4429,2,0,174.918096
4430,0,,
4431,1,1,151.765186
4432,1,1,142.115382
4433,1,0,173.88122
4434,1,1,172.498578
4435,0,,
4436,1,1,311.468315
4437,0,,
4438,1,0,163.748168
4439,1,0,165.990276
4440,0,,
4441,0,,
4442,1,1,158.893583
4443,0,,
4444,0,,
4445,0,,
4446,1,1,171.413091
4447,0,,
4448,0,,
4449,0,,
4450,1,0,159.487561
4451,0,,
4452,1,1,183.946925
4453,0,,
4454,1,0,178.389907
4455,0,,
4456,0,,
4457,1,0,187.959981
4458,0,,
4459,0,,
4460,2,0,172.734308
4461,0,,
4462,1,0,140.343092
4463,1,1,170.977537
4464,0,,
4465,1,1,177.725698
4466,0,,
4467,1,1,168.319659
4468,0,,
4469,0,,
4470,0,,
4471,0,,
4472,0,,
4473,0,,
4474,1,1,135.780573
4475,0,,
4476,0,,
4477,1,1,158.550288
4478,0,,
4479,0,,
4480,0,,
4481,0,,
4482,0,,
4483,1,0,135.212137
4484,0,,
4485,1,0,171.900419
4486,0,,
4487,1,1,156.473896
4488,1,0,172.730324
4489,1,0,171.14625
4490,0,,
4491,0,,
4492,0,,
4493,1,0,168.071153
4494,0,,
4495,0,,
4496,0,,
4497,0,,
4498,0,,
4499,1,1,167.965021
4500,0,,
4501,0,,
4502,0,,
4503,1,0,173.588853
4504,1,1,173.55152
4505,0,,
4506,0,,
4507,0,,
4508,0,,
4509,1,0,297.291017
4510,0,,
4511,1,0,170.253215
4512,0,,
4513,1,0,200.196097
4514,0,,
4515,0,,
4516,0,,
4517,0,,
4518,0,,
4519,0,,
4520,0,,
4521,1,0,134.684845
4522,1,0,166.379694
4523,0,,
4524,1,0,186.44042
4525,0,,
4526,0,,
4527,1,0,173.617742
4528,0,,
4529,0,,
4530,1,0,162.517001
4531,0,,
4532,0,,
4533,0,,
4534,0,,
4535,2,1,143.937983
4536,0,,
4537,0,,
4538,0,,
4539,0,,
4540,1,0,203.899338
4541,0,,
4542,1,1,163.451812
4543,1,1,145.127012
4544,0,,
4545,0,,
4546,1,1,219.333079
4547,0,,
4548,1,1,128.130385
4549,0,,
4550,0,,
4551,1,0,194.555384
4552,1,1,232.585279
4553,0,,
4554,1,0,186.603785
4555,1,0,263.69941
4556,1,1,135.547817
4557,1,0,160.833158
4558,0,,
4559,1,0,158.919167
4560,0,,
4561,1,0,146.259446
4562,0,,
4563,1,0,154.791389
4564,2,1,146.321542
4565,0,,
4566,1,1,133.236977
4567,0,,
4568,0,,
4569,0,,
4570,0,,
4571,0,,
4572,0,,
4573,0,,
4574,0,,
4575,0,,
4576,0,,
4577,1,0,215.672101
4578,0,,
4579,0,,
4580,0,,
4581,0,,
4582,1,0,138.94328
4583,0,,
4584,0,,
4585,0,,
4586,0,,
4587,2,1,170.632796
4588,0,,
4589,1,0,186.70938
4590,0,,
4591,1,1,165.777771
4592,1,0,163.254495
4593,1,0,184.926409
4594,1,0,191.457897
4595,0,,
4596,0,,
4597,2,1,175.399188
4598,0,,
4599,1,1,155.311107
4600,0,,
4601,0,,
4602,0,,
4603,0,,
4604,1,1,165.855419
4605,0,,
4606,1,1,186.131431
4607,0,,
4608,0,,
4609,0,,
4610,0,,
4611,1,0,137.506859
4612,1,1,157.217513
4613,0,,
4614,0,,
4615,1,1,325.044546
4616,0,,
4617,0,,
4618,1,1,151.583191
4619,2,1,166.462898
4620,0,,
4621,0,,
4622,1,0,127.294844
4623,0,,
4624,1,1,148.82207
4625,1,0,164.006187
4626,2,1,176.322742
4627,0,,
4628,0,,
4629,1,1,165.90705
4630,2,1,121.288853
4631,0,,
4632,1,1,184.142897
4633,0,,
4634,1,1,165.992762
4635,1,0,158.582687
4636,0,,
4637,0,,
4638,0,,
4639,0,,
4640,0,,
4641,0,,
4642,0,,
4643,0,,
4644,1,0,155.777189
4645,1,0,156.006539
4646,0,,
4647,1,0,139.15839
4648,1,0,173.574677
4649,0,,
4650,0,,
4651,0,,
4652,0,,
4653,1,1,213.585625
4654,1,0,211.071789
4655,0,,
4656,0,,
4657,0,,
4658,0,,
4659,0,,
4660,0,,
4661,0,,
4662,0,,
4663,0,,
4664,1,0,141.857323
4665,0,,
4666,0,,
4667,2,0,203.967978
4668,1,0,174.004798
4669,0,,
4670,0,,
4671,0,,
4672,1,0,228.024484
4673,0,,
4674,0,,
4675,0,,
4676,1,0,187.097489
4677,0,,
4678,0,,
4679,1,1,147.949342
4680,1,1,167.182804
4681,0,,
4682,0,,
4683,0,,
4684,1,1,142.341187
4685,0,,
4686,1,0,168.576907
4687,0,,
4688,2,1,171.536132
4689,0,,
4690,0,,
4691,1,1,161.433716
4692,0,,
4693,1,0,168.412483
4694,0,,
4695,1,0,134.460458
4696,0,,
4697,0,,
4698,0,,
4699,1,0,165.117794
4700,1,0,169.115996
4701,0,,
4702,1,1,140.373207
4703,0,,
4704,0,,
4705,1,1,171.674783
4706,0,,
4707,0,,
4708,1,0,137.957596
4709,0,,
4710,1,0,161.816633
4711,0,,
4712,0,,
4713,1,0,169.906578
4714,0,,
4715,1,1,178.823177
4716,1,0,216.788798
4717,0,,
4718,2,0,190.182497
4719,1,1,153.308605
4720,1,0,134.982004
4721,1,1,143.171638
4722,1,1,153.501183
4723,0,,
4724,1,0,163.524094
4725,1,0,342.194418
4726,0,,
4727,1,0,191.731952
4728,0,,
4729,0,,
4730,0,,
4731,0,,
4732,0,,
4733,0,,
