event_index,n_gen_triplet,leading_truth_triplet_slot,leading_truth_triplet_mass
7822,1,0,165.078298
7823,1,0,164.944589
7824,0,,
7825,0,,
7826,0,,
7827,1,1,169.984373
7828,0,,
7829,1,1,173.414905
7830,1,1,164.562596
7831,0,,
7832,0,,
7833,2,0,165.324343
7834,0,,
7835,2,1,173.647172
7836,0,,
7837,0,,
7838,2,0,179.729036
7839,0,,
7840,0,,
7841,1,0,170.882526
7842,0,,
7843,1,1,159.262075
7844,0,,
7845,1,1,161.857927
7846,1,1,223.561037
7847,1,0,162.376997
7848,1,1,145.105107
7849,1,0,133.873974
7850,1,0,164.167115
7851,1,1,144.398265
7852,1,0,167.552016
7853,0,,
7854,1,1,173.714088
7855,1,0,170.91656
7856,0,,
7857,0,,
7858,0,,
7859,0,,
7860,0,,
7861,0,,
7862,0,,
7863,1,1,301.162005
7864,0,,
7865,0,,
7866,1,0,171.686356
7867,1,1,163.298917
7868,0,,
7869,0,,
7870,1,0,179.611214
7871,1,1,162.403856
7872,0,,
7873,1,0,168.295543
7874,0,,
7875,0,,
7876,0,,
7877,1,0,144.303276
7878,1,0,174.527268
7879,0,,
7880,1,1,150.162971
7881,1,1,162.180122
7882,0,,
7883,0,,
7884,0,,
7885,1,0,175.355558
7886,1,1,177.677281
7887,0,,
7888,0,,
7889,0,,
7890,0,,
7891,0,,
7892,0,,
7893,2,1,160.014404
7894,1,0,171.196978
7895,0,,
7896,1,1,176.369127
7897,0,,
7898,2,1,167.920636
7899,0,,
7900,0,,
7901,1,1,162.835911
7902,0,,
7903,0,,
7904,0,,
7905,1,0,165.91825
7906,1,0,158.393856
7907,1,0,141.843122
7908,1,0,161.245379
7909,0,,
7910,1,0,153.572591
7911,0,,
7912,0,,
7913,2,0,144.119511
7914,0,,
7915,1,1,152.206898
7916,1,1,226.148475
7917,0,,
7918,1,1,160.485194
7919,0,,
7920,0,,
7921,0,,
7922,0,,
7923,0,,
7924,0,,
7925,0,,
7926,2,0,163.611844
7927,0,,
7928,1,1,151.854157
7929,0,,
7930,0,,
7931,1,1,150.528343
7932,0,,
7933,0,,
7934,1,0,178.519847
7935,1,0,323.690396
7936,0,,
7937,1,0,173.937167
7938,0,,
7939,0,,
7940,0,,
7941,0,,
7942,0,,
7943,0,,
7944,0,,
7945,0,,
7946,0,,
7947,0,,
7948,2,1,144.826267
7949,1,1,296.158219
7950,0,,
7951,1,0,304.267873
7952,0,,
7953,1,1,157.113115
7954,1,1,167.689562
7955,0,,
7956,0,,
7957,0,,
7958,0,,
7959,0,,
7960,1,0,178.796361
7961,1,0,174.15527
7962,0,,
7963,1,0,155.795131
7964,0,,
7965,0,,
7966,2,1,172.75151
7967,0,,
7968,2,0,177.577958
7969,0,,
7970,2,1,174.405959
7971,0,,
7972,0,,
7973,0,,
7974,1,0,154.323947
7975,0,,
7976,0,,
7977,0,,
7978,0,,
7979,0,,
7980,1,0,179.641589
7981,0,,
7982,0,,
7983,0,,
7984,1,1,344.404536
7985,0,,
7986,0,,
7987,0,,
7988,0,,
7989,0,,
7990,0,,
7991,0,,
7992,0,,
7993,0,,
7994,1,0,161.458558
7995,1,0,153.678144
7996,0,,
7997,0,,
7998,1,1,178.384304
7999,0,,
8000,0,,
8001,0,,
8002,0,,
8003,0,,
8004,1,1,158.112764
8005,0,,
8006,0,,
8007,0,,
8008,1,1,173.418743
8009,0,,
8010,0,,
8011,1,0,173.17355
8012,0,,
8013,1,0,132.720183
8014,0,,
8015,0,,
8016,1,0,327.639161
8017,0,,
8018,1,0,172.829316
8019,1,0,183.111783
8020,0,,
8021,0,,
8022,0,,
8023,0,,
8024,0,,
8025,1,1,157.698085
8026,0,,
8027,1,1,158.584231
8028,0,,
8029,0,,
8030,1,1,163.773581
8031,0,,
8032,1,0,172.896967
8033,0,,
8034,1,0,166.355264
8035,0,,
8036,0,,
8037,0,,
8038,0,,
8039,1,1,123.946688
8040,1,0,224.177987
8041,1,0,159.361133
8042,1,1,159.129674
8043,0,,
8044,1,0,112.997903
8045,0,,
8046,1,1,276.912172
8047,0,,
8048,0,,
8049,1,1,162.116906
8050,1,1,187.506566
8051,0,,
8052,0,,
8053,0,,
8054,0,,
8055,0,,
8056,0,,
8057,0,,
8058,0,,
8059,0,,
8060,0,,
8061,0,,
8062,1,1,170.583751
8063,0,,
8064,0,,
8065,0,,
8066,1,0,169.123241
8067,0,,
8068,1,1,174.447838
8069,1,0,150.654443
8070,1,1,151.572789
8071,0,,
8072,0,,
8073,0,,
8074,1,0,153.635996
8075,1,1,149.777129
8076,0,,
8077,1,0,157.869044
8078,1,1,165.130189
8079,2,0,154.675222
8080,0,,
8081,1,1,162.181988
8082,0,,
8083,1,0,322.454419
8084,1,0,188.752593
8085,1,1,145.36748
8086,1,1,175.090636
8087,1,1,172.727927
8088,0,,
8089,1,1,204.126614
8090,1,0,205.554271
8091,1,1,176.396608
8092,0,,
8093,1,0,205.271452
8094,0,,
8095,0,,
8096,0,,
8097,0,,
8098,0,,
8099,0,,
8100,0,,
8101,0,,
8102,0,,
8103,2,0,182.109228
8104,1,1,171.633883
8105,0,,
8106,1,0,267.152083
8107,0,,
8108,1,1,155.799039
8109,1,0,167.141662
8110,1,0,158.348257
8111,0,,
8112,0,,
8113,0,,
8114,0,,
8115,0,,
8116,1,0,154.115136
8117,0,,
8118,1,1,150.596699
8119,1,0,165.415428
8120,0,,
8121,1,1,164.827142
8122,2,0,160.433971
8123,0,,
8124,0,,
8125,0,,
8126,0,,
8127,0,,
8128,0,,
8129,0,,
8130,2,1,220.363566
8131,1,1,169.736718
8132,1,1,141.806964
8133,0,,
8134,1,1,156.675505
8135,0,,
8136,1,0,158.795176
8137,1,0,143.319086
8138,0,,
8139,1,0,149.586117
8140,1,1,182.801029
8141,0,,
8142,1,1,136.07923
8143,1,1,145.897828
8144,1,0,192.203343
8145,1,1,122.573055
8146,0,,
8147,0,,
8148,1,1,159.051181
8149,1,0,187.252494
8150,1,1,180.14621
8151,1,1,155.898614
8152,0,,
8153,1,0,208.367094
8154,0,,
8155,1,0,146.945771
8156,0,,
8157,2,1,163.403976
8158,1,1,164.891622
8159,1,0,150.763205
8160,0,,
8161,1,1,169.579593
8162,0,,
8163,0,,
8164,0,,
8165,0,,
8166,0,,
8167,1,0,163.290859
8168,0,,
8169,0,,
8170,1,0,166.205265
8171,0,,
8172,0,,
8173,0,,
8174,0,,
8175,0,,
8176,1,1,159.856523
8177,0,,
8178,0,,
8179,0,,
8180,0,,
8181,0,,
8182,1,1,191.624277
8183,0,,
8184,0,,
8185,0,,
8186,1,1,197.288199
8187,0,,
8188,1,1,130.248603
8189,0,,
8190,0,,
8191,1,0,176.331498
8192,1,0,160.495129
8193,0,,
8194,1,0,177.20079
8195,0,,
8196,0,,
8197,0,,
8198,0,,
8199,0,,
8200,0,,
8201,0,,
8202,0,,
8203,0,,
8204,0,,
8205,0,,
8206,1,1,172.283235
8207,0,,
8208,1,1,179.16775
8209,0,,
8210,1,1,165.263561
8211,0,,
8212,0,,
8213,0,,
8214,1,0,159.936615
8215,0,,
8216,1,1,152.356708
8217,0,,
8218,1,0,166.145891
8219,0,,
8220,0,,
8221,2,1,187.472137
8222,1,1,118.683521
8223,1,0,166.743055
8224,0,,
8225,1,1,176.976289
8226,1,1,154.282063
8227,0,,
8228,1,1,199.392784
8229,1,1,167.114438
8230,1,1,159.96424
8231,0,,
8232,2,1,172.180017
8233,0,,
8234,1,0,178.600661
8235,0,,
8236,2,1,152.773633
8237,1,0,166.773997
8238,0,,
8239,1,1,157.085134
8240,1,0,160.750559
8241,0,,
8242,0,,
8243,1,0,131.686489
8244,1,1,166.166679
8245,0,,
8246,0,,
8247,0,,
8248,1,0,262.625827
8249,0,,
8250,0,,
8251,0,,
8252,0,,
8253,1,0,173.633683
8254,1,1,171.737218
8255,0,,
8256,1,1,189.68552
8257,1,1,179.239145
8258,0,,
8259,0,,
8260,1,0,209.572777
8261,0,,
8262,1,1,236.023917
8263,0,,
8264,1,0,170.875886
8265,1,1,179.672956
8266,1,0,172.535954
8267,0,,
8268,0,,
8269,1,0,179.286921
8270,0,,
8271,0,,
8272,0,,
8273,0,,
8274,1,0,144.492753
8275,1,1,165.428483
8276,0,,
8277,0,,
8278,0,,
8279,0,,
8280,0,,
8281,0,,
8282,1,1,305.941197
8283,1,0,128.303541
8284,0,,
8285,1,0,162.400382
8286,1,1,212.456144
8287,1,0,169.472549
8288,0,,
8289,0,,
8290,1,0,174.992598
8291,0,,
8292,0,,
8293,0,,
8294,0,,
8295,0,,
8296,0,,
8297,0,,
8298,0,,
8299,2,0,137.322172
8300,1,1,161.813596
8301,0,,
8302,0,,
8303,0,,
8304,0,,
8305,1,1,120.015597
8306,1,1,325.429182
8307,0,,
8308,0,,
8309,0,,
8310,1,1,174.476633
8311,0,,
8312,0,,
8313,2,1,142.005386
8314,0,,
8315,0,,
8316,0,,
8317,1,0,143.194741
8318,1,0,152.537075
8319,0,,
8320,1,0,178.322176
8321,1,1,192.140203
8322,1,1,173.743014
8323,1,0,132.447927
8324,2,0,199.015162
8325,0,,
8326,1,1,170.879412
8327,1,0,136.324125
8328,0,,
8329,1,0,157.980613
8330,0,,
8331,0,,
8332,0,,
8333,0,,
8334,1,1,161.762341
8335,0,,
8336,0,,
8337,0,,
8338,0,,
8339,0,,
8340,0,,
8341,1,0,175.545998
8342,0,,
8343,2,1,151.95753
8344,0,,
8345,1,0,200.826674
8346,0,,
8347,1,0,157.884524
8348,1,1,180.199259
8349,1,1,307.131274
8350,0,,
8351,0,,
8352,0,,
8353,1,0,127.774335
8354,0,,
8355,0,,
8356,1,1,174.066179
8357,0,,
8358,1,1,161.674284
8359,0,,
8360,0,,
8361,1,0,139.375097
8362,0,,
8363,2,1,171.13252
8364,0,,
8365,0,,
8366,1,1,167.765622
8367,0,,
8368,0,,
8369,1,0,168.64157
8370,1,1,144.629653
8371,0,,
8372,0,,
8373,1,0,168.044071
8374,0,,
8375,1,0,173.938474
8376,0,,
8377,0,,
8378,2,0,252.033503
8379,0,,
8380,1,0,207.542429
8381,0,,
8382,0,,
8383,0,,
8384,0,,
8385,0,,
8386,0,,
8387,0,,
8388,1,1,175.393112
8389,0,,
8390,2,0,164.782723
8391,0,,
8392,1,1,162.213127
8393,0,,
8394,0,,
8395,0,,
8396,0,,
8397,0,,
8398,0,,
8399,0,,
8400,0,,
8401,1,1,163.4324
8402,0,,
8403,2,0,132.270505
8404,0,,
8405,0,,
8406,1,1,173.400238
8407,1,1,187.205243
8408,1,0,241.753672
8409,1,1,152.714415
8410,1,0,174.53673
8411,0,,
8412,1,0,149.533911
8413,0,,
8414,1,0,365.451596
8415,0,,
8416,1,1,175.006245
8417,0,,
8418,0,,
8419,0,,
8420,1,0,151.382365
8421,0,,
8422,1,0,194.705253
8423,1,1,147.2106
8424,1,0,164.349089
8425,0,,
8426,1,0,167.185327
8427,0,,
8428,1,1,167.273532
8429,0,,
8430,0,,
8431,0,,
8432,0,,
8433,1,1,175.624719
8434,0,,
8435,0,,
8436,0,,
8437,0,,
8438,0,,
8439,0,,
8440,0,,
8441,1,0,193.25438
8442,1,0,179.691263
8443,1,1,165.496531
8444,0,,
8445,1,1,177.512921
8446,0,,
8447,0,,
8448,1,1,123.215481
8449,0,,
8450,1,0,155.403079
8451,0,,
8452,0,,
8453,0,,
8454,0,,
8455,1,1,159.354331
8456,1,0,168.427155
8457,0,,
8458,0,,
8459,1,1,129.187534
8460,0,,
8461,2,0,171.69892
8462,0,,
8463,1,1,139.242455
8464,0,,
8465,1,0,178.632971
8466,1,0,154.657993
8467,1,0,174.618293
8468,0,,
8469,0,,
8470,0,,
8471,1,0,169.003065
8472,1,0,451.037819
8473,0,,
8474,0,,
8475,1,0,209.068882
8476,1,0,167.326305
8477,1,1,157.228829
8478,0,,
8479,0,,
8480,0,,
8481,0,,
8482,0,,
8483,1,0,160.341612
8484,1,1,167.27896
8485,0,,
8486,1,1,172.86376
8487,1,0,179.401893
8488,2,0,160.154822
8489,0,,
8490,0,,
8491,0,,
8492,0,,
8493,1,0,144.05802
8494,0,,
8495,0,,
8496,2,0,172.195569
8497,0,,
8498,0,,
8499,1,1,139.47944
8500,0,,
8501,0,,
8502,0,,
8503,0,,
8504,1,0,148.840351
8505,0,,
8506,0,,
8507,0,,
8508,0,,
8509,0,,
8510,0,,
8511,1,0,252.087636
8512,0,,
8513,0,,
8514,0,,
8515,0,,
8516,1,0,165.084757
8517,1,1,153.530701
8518,0,,
8519,0,,
8520,0,,
8521,0,,
8522,0,,
8523,0,,
8524,1,1,144.256783
8525,0,,
8526,2,1,171.931976
8527,1,0,155.455414
8528,1,0,155.377623
8529,0,,
8530,0,,
8531,0,,
8532,2,0,153.191586
8533,0,,
8534,0,,
8535,0,,
8536,0,,
8537,0,,
8538,0,,
8539,0,,
8540,0,,
8541,1,1,312.821678
8542,0,,
8543,0,,
8544,0,,
8545,1,1,137.837056
8546,0,,
8547,0,,
8548,0,,
8549,0,,
8550,0,,
8551,0,,
8552,0,,
8553,0,,
8554,1,0,185.198505
8555,1,1,169.242607
8556,0,,
8557,0,,
8558,0,,
8559,1,0,171.887143
8560,1,0,164.476716
8561,1,0,147.242675
8562,0,,
8563,1,0,173.499918
8564,0,,
8565,0,,
8566,1,1,116.693323
8567,1,0,152.724505
8568,1,1,165.141823
8569,0,,
8570,0,,
8571,0,,
8572,1,1,186.416263
8573,1,0,166.847346
8574,0,,
8575,0,,
8576,0,,
8577,2,1,149.520838
8578,0,,
8579,0,,
8580,0,,
8581,0,,
8582,1,0,166.646167
8583,0,,
8584,0,,
8585,0,,
8586,1,0,171.847087
8587,0,,
8588,1,0,120.742472
8589,1,0,158.943448
8590,0,,
8591,0,,
8592,2,1,168.654935
8593,0,,
8594,1,0,289.797999
8595,0,,
8596,0,,
8597,1,0,161.974143
8598,0,,
8599,0,,
8600,1,0,146.682297
8601,0,,
8602,1,0,170.769426
8603,0,,
8604,0,,
8605,1,1,161.009797
8606,0,,
8607,1,1,171.000078
8608,0,,
8609,1,1,159.079778
8610,1,1,111.825092
8611,0,,
8612,0,,
8613,0,,
8614,0,,
8615,1,1,168.316425
8616,0,,
8617,0,,
8618,1,1,183.076015
8619,0,,
8620,0,,
8621,0,,
8622,2,1,145.143339
8623,0,,
8624,1,1,183.369877
8625,0,,
8626,0,,
8627,1,1,152.777602
8628,0,,
8629,1,0,170.226112
8630,1,1,175.274193
8631,0,,
8632,0,,
8633,1,0,171.215271
8634,0,,
8635,0,,
8636,1,1,172.221692
8637,1,1,176.028287
8638,1,0,145.067589
8639,0,,
8640,1,0,172.726665
8641,1,1,158.478749
8642,1,0,158.538704
8643,0,,
8644,0,,
8645,1,0,169.885217
8646,0,,
8647,1,0,165.526522
8648,0,,
8649,0,,
8650,0,,
8651,1,1,154.785726
8652,1,0,173.568757
8653,0,,
8654,0,,
8655,0,,
8656,0,,
8657,1,0,165.833346
8658,1,0,153.15592
8659,1,1,163.954173
8660,2,0,169.456962
8661,0,,
8662,0,,
8663,0,,
8664,0,,
8665,0,,
8666,0,,
8667,0,,
8668,2,0,164.388671
8669,1,1,269.66063
8670,0,,
8671,0,,
8672,1,1,153.836715
8673,0,,
8674,1,1,157.718827
8675,0,,
8676,0,,
8677,0,,
8678,0,,
8679,0,,
8680,0,,
8681,0,,
8682,0,,
8683,0,,
8684,1,1,161.584834
8685,0,,
8686,0,,
8687,1,1,165.6715
8688,1,0,224.662523
8689,0,,
8690,1,0,160.324222
8691,0,,
8692,0,,
8693,0,,
8694,1,1,144.601231
8695,1,1,167.690949
8696,0,,
8697,1,0,173.263556
8698,1,1,151.579461
8699,0,,
8700,1,1,167.386838
8701,0,,
8702,0,,
8703,0,,
8704,1,0,189.542252
8705,1,1,161.113278
8706,0,,
8707,0,,
8708,1,0,163.762704
8709,0,,
8710,0,,
8711,0,,
8712,0,,
8713,1,1,170.162882
8714,0,,
8715,0,,
8716,0,,
8717,1,0,134.254052
8718,1,0,155.681748
8719,2,1,170.728674
8720,1,1,171.313935
8721,1,0,163.523732
8722,1,0,169.307691
8723,0,,
8724,0,,
8725,1,0,148.596814
8726,0,,
8727,0,,
8728,1,0,170.622423
8729,1,1,146.213398
8730,0,,
8731,0,,
8732,0,,
8733,1,0,169.245214
8734,0,,
8735,0,,
8736,0,,
8737,1,0,157.213609
8738,1,1,140.977084
8739,2,1,209.974171
8740,0,,
8741,0,,
8742,0,,
8743,1,0,209.737732
8744,1,1,200.503156
8745,0,,
8746,1,1,160.835189
8747,0,,
8748,0,,
8749,0,,
8750,0,,
8751,1,0,166.202638
8752,1,1,141.561646
8753,0,,
8754,0,,
8755,0,,
8756,1,1,126.088701
8757,1,1,151.089343
8758,0,,
8759,0,,
8760,1,1,134.786512
8761,0,,
8762,0,,
8763,1,0,120.042034
8764,0,,
8765,0,,
8766,0,,
8767,0,,
8768,0,,
8769,1,1,176.684022
8770,1,1,169.33734
8771,0,,
8772,0,,
8773,0,,
8774,1,0,327.991461
8775,0,,
8776,0,,
8777,0,,
8778,2,1,142.081935
8779,0,,
8780,1,0,144.081459
8781,0,,
8782,0,,
8783,0,,
8784,0,,
8785,0,,
8786,1,1,106.710542
8787,1,0,174.64604
8788,0,,
8789,0,,
8790,0,,
8791,0,,
8792,0,,
8793,0,,
8794,0,,
8795,0,,
8796,0,,
8797,1,0,159.502297
8798,0,,
8799,1,0,170.846942
8800,1,1,132.884963
8801,1,1,169.75184
8802,0,,
8803,1,1,153.82934
8804,0,,
8805,0,,
8806,0,,
8807,0,,
8808,1,0,168.33711
8809,0,,
8810,1,0,262.601362
8811,1,1,171.998382
8812,0,,
8813,0,,
8814,1,1,162.064048
8815,0,,
8816,1,1,183.710203
8817,1,1,154.383764
8818,1,1,170.300986
8819,1,0,366.048633
8820,1,0,173.678799
8821,1,0,188.348666
8822,0,,
8823,1,1,167.17043
8824,1,1,181.606064
8825,0,,
8826,1,0,201.167351
8827,1,1,164.009261
8828,1,0,157.98523
8829,0,,
8830,0,,
8831,0,,
8832,1,1,172.787257
8833,1,0,173.802888
8834,0,,
8835,1,0,165.586754
8836,0,,
8837,0,,
8838,1,0,170.222914
8839,0,,
8840,0,,
8841,1,0,163.083631
8842,1,1,171.467416
8843,0,,
8844,1,0,177.253428
8845,1,0,161.677579
8846,1,1,156.23409
8847,0,,
8848,0,,
8849,1,1,175.413705
8850,0,,
8851,0,,
8852,1,0,156.318033
8853,1,1,187.905827
8854,0,,
8855,0,,
8856,1,1,152.662612
8857,1,0,152.789617
8858,1,0,155.857756
8859,2,0,157.004231
8860,1,0,163.442487
8861,0,,
8862,0,,
8863,1,0,174.59834
8864,1,0,158.576765
8865,1,0,238.07291
8866,1,0,226.552255
8867,0,,
8868,0,,
8869,1,1,175.239862
8870,1,1,172.72956
8871,1,0,177.044741
8872,0,,
8873,0,,
8874,1,1,120.859007
8875,0,,
8876,0,,
8877,1,0,162.77359
8878,0,,
8879,0,,
8880,1,1,157.67973
8881,0,,
8882,0,,
8883,0,,
8884,0,,
8885,0,,
8886,1,1,141.11643
8887,1,1,165.931687
8888,1,1,157.454456
8889,1,1,149.523415
8890,0,,
8891,1,0,187.250882
8892,0,,
8893,0,,
8894,1,0,150.399035
8895,0,,
8896,0,,
8897,1,1,161.630585
8898,2,0,163.152844
8899,0,,
8900,0,,
8901,0,,
8902,1,0,151.773386
8903,1,1,174.544012
8904,1,1,155.595427
8905,0,,
8906,0,,
8907,0,,
8908,0,,
8909,0,,
8910,1,0,178.953049
8911,1,1,203.074259
8912,0,,
8913,0,,
8914,0,,
8915,2,0,157.720992
8916,0,,
8917,0,,
8918,2,1,167.152606
8919,0,,
8920,0,,
8921,2,0,171.414724
8922,0,,
8923,0,,
8924,0,,
8925,0,,
8926,1,0,162.926042
8927,0,,
8928,0,,
8929,1,0,160.616937
8930,0,,
8931,1,0,162.564355
8932,0,,
8933,0,,
8934,1,0,166.088423
8935,0,,
8936,1,0,167.359956
8937,1,1,145.542528
8938,0,,
8939,0,,
8940,1,0,197.569765
8941,0,,
8942,0,,
8943,1,1,169.89165
8944,2,1,165.927057
8945,0,,
8946,1,0,156.193921
8947,0,,
8948,1,1,303.587767
8949,0,,
8950,0,,
8951,0,,
8952,1,1,174.585969
8953,0,,
8954,1,0,178.934396
8955,1,0,161.11345
8956,0,,
8957,0,,
8958,1,1,137.339745
8959,0,,
8960,0,,
8961,1,0,162.483235
8962,0,,
8963,1,0,153.683366
8964,0,,
8965,0,,
8966,0,,
8967,1,1,145.351276
8968,2,1,165.387815
8969,1,0,170.597002
8970,0,,
8971,1,0,169.193798
8972,0,,
8973,0,,
8974,2,1,168.020171
8975,0,,
8976,0,,
8977,1,1,152.92514
8978,0,,
8979,1,1,234.686508
8980,0,,
8981,1,1,169.894645
8982,0,,
8983,1,1,164.834349
8984,0,,
8985,1,1,150.847134
8986,0,,
8987,0,,
8988,0,,
8989,0,,
8990,0,,
8991,1,0,168.339074
8992,1,0,180.71085
8993,2,1,164.1604
8994,1,0,131.361411
8995,0,,
8996,1,0,134.976926
8997,1,1,172.009447
8998,1,0,167.818334
8999,0,,
9000,1,1,177.206252
9001,0,,
9002,0,,
9003,2,1,167.969005
9004,0,,
9005,0,,
9006,1,0,191.56428
9007,1,1,175.924418
9008,0,,
9009,1,0,174.026279
9010,1,1,179.581301
9011,1,1,155.715989
9012,0,,
9013,0,,
9014,1,1,180.824179
9015,0,,
9016,0,,
9017,0,,
9018,0,,
9019,0,,
9020,0,,
9021,0,,
9022,1,1,126.749015
9023,1,0,205.142295
9024,0,,
9025,0,,
9026,0,,
9027,0,,
9028,1,1,120.67835
9029,1,1,177.677071
9030,0,,
9031,0,,
9032,0,,
9033,1,0,511.849886
9034,0,,
9035,0,,
9036,0,,
9037,1,0,113.715818
9038,0,,
9039,1,0,157.920899
9040,1,0,174.491698
9041,1,0,195.22232
9042,1,1,144.678298
9043,1,0,172.499314
9044,0,,
9045,0,,
9046,1,0,192.095137
9047,0,,
9048,1,0,169.035501
9049,0,,
9050,0,,
9051,0,,
9052,1,1,172.925719
9053,1,0,166.433755
9054,0,,
9055,1,1,117.051114
9056,2,0,154.853069
9057,1,1,136.498608
9058,0,,
9059,0,,
9060,0,,
9061,1,0,171.805034
9062,0,,
9063,0,,
9064,1,0,193.63912
9065,1,1,154.40094
9066,1,0,167.542606
9067,0,,
9068,0,,
9069,2,1,163.681509
9070,1,1,179.489286
9071,1,1,177.275452
9072,1,0,172.234058
9073,1,0,266.27203
9074,2,1,175.002565
9075,0,,
9076,1,0,154.785178
9077,0,,
9078,0,,
9079,0,,
9080,0,,
9081,1,1,186.777038
9082,0,,
9083,1,0,153.852335
9084,0,,
9085,1,0,146.164905
9086,1,0,162.87922
9087,1,1,172.541875
9088,1,0,222.726703
9089,1,0,167.794334
9090,0,,
9091,0,,
9092,0,,
9093,1,1,167.649207
9094,1,1,164.4329
9095,1,0,140.630952
9096,1,1,149.620149
9097,0,,
9098,1,1,240.636073
9099,0,,
9100,0,,
9101,1,1,180.424098
9102,0,,
9103,0,,
9104,1,1,161.008443
9105,1,1,159.725548
9106,0,,
9107,0,,
9108,0,,
9109,1,1,174.551109
9110,1,1,179.512438
9111,0,,
9112,0,,
9113,1,0,182.15243
9114,0,,
9115,0,,
9116,2,0,150.323445
9117,0,,
9118,1,1,171.693021
9119,0,,
9120,1,1,175.611328
9121,0,,
9122,0,,
9123,1,1,140.443072
9124,0,,
9125,0,,
9126,0,,
9127,0,,
9128,1,1,179.886212
9129,0,,
9130,1,1,170.518144
9131,0,,
9132,0,,
9133,1,1,160.304991
9134,1,1,139.103297
9135,1,1,133.096838
9136,1,0,168.168125
9137,1,0,159.673069
9138,0,,
9139,1,0,232.953806
9140,2,1,154.286913
9141,1,0,252.200777
9142,0,,
9143,0,,
9144,1,0,164.269966
9145,1,1,166.970163
9146,0,,
9147,1,0,137.630786
9148,1,1,161.081141
9149,1,1,179.76882
9150,0,,
9151,2,1,159.066162
9152,0,,
9153,1,1,171.071182
9154,0,,
9155,1,1,177.195088
9156,0,,
9157,0,,
9158,1,0,152.371601
9159,0,,
9160,0,,
9161,1,1,158.679698
9162,1,1,169.282405
9163,0,,
9164,1,0,170.514464
9165,1,0,133.903002
9166,1,0,174.662044
9167,0,,
9168,1,1,241.609514
9169,1,0,166.425119
9170,1,0,233.949892
9171,0,,
9172,0,,
9173,1,1,106.579508
9174,1,1,181.900345
9175,1,0,129.550475
9176,0,,
9177,0,,
9178,1,1,151.146036
9179,0,,
9180,1,1,159.767313
9181,0,,
9182,1,0,131.724569
9183,0,,
9184,1,0,161.276396
9185,0,,
9186,0,,
9187,1,0,152.298758
9188,0,,
9189,1,0,157.908412
9190,0,,
9191,0,,
9192,1,0,149.818768
9193,2,0,121.854983
9194,0,,
9195,0,,
9196,0,,
9197,0,,
9198,0,,
9199,0,,
9200,0,,
9201,0,,
9202,0,,
9203,0,,
9204,1,0,182.252474
9205,0,,
9206,1,1,130.669974
9207,0,,
9208,0,,
9209,0,,
9210,0,,
9211,0,,
9212,0,,
9213,0,,
9214,0,,
9215,1,0,122.668757
9216,2,1,176.832855
9217,0,,
9218,1,1,118.648108
9219,0,,
9220,0,,
9221,1,0,165.626854
9222,0,,
9223,0,,
9224,1,0,178.333819
9225,0,,
9226,0,,
9227,0,,
9228,0,,
9229,1,1,171.330438
9230,0,,
9231,1,1,125.236051
9232,0,,
9233,0,,
9234,0,,
9235,0,,
9236,1,1,224.020463
9237,0,,
9238,1,1,186.765583
9239,0,,
9240,1,0,170.212736
9241,0,,
9242,0,,
9243,0,,
9244,1,1,170.420997
9245,0,,
9246,1,0,159.845158
9247,1,1,171.056288
9248,0,,
9249,2,1,213.412573
9250,0,,
9251,2,0,170.088053
9252,0,,
9253,1,1,241.443302
9254,0,,
9255,0,,
9256,0,,
9257,0,,
9258,0,,
9259,1,0,171.609639
9260,0,,
9261,0,,
9262,0,,
9263,0,,
9264,0,,
9265,1,0,135.234515
9266,0,,
9267,0,,
9268,0,,
9269,0,,
9270,2,1,182.162945
9271,0,,
9272,2,1,165.715401
9273,0,,
9274,0,,
9275,1,0,168.481192
9276,0,,
9277,0,,
9278,0,,
9279,0,,
9280,0,,
9281,0,,
9282,1,1,165.427431
9283,1,1,193.956552
9284,0,,
9285,0,,
9286,0,,
9287,1,0,199.168957
9288,2,0,155.37158
9289,0,,
9290,1,1,178.170558
9291,0,,
9292,0,,
9293,1,0,165.811671
9294,0,,
9295,0,,
9296,0,,
9297,0,,
9298,1,1,175.753739
9299,0,,
9300,0,,
9301,0,,
9302,0,,
9303,0,,
9304,0,,
9305,2,0,159.7913
9306,1,0,168.76782
9307,1,1,167.687859
9308,0,,
9309,0,,
9310,1,1,172.911885
9311,0,,
9312,0,,
9313,0,,
9314,1,1,118.316263
9315,0,,
9316,1,0,159.71653
9317,0,,
9318,0,,
9319,1,0,157.352184
9320,0,,
9321,1,0,159.377501
9322,0,,
9323,1,1,172.106492
9324,1,0,183.003011
9325,1,0,157.367372
9326,0,,
9327,0,,
9328,0,,
9329,2,0,175.938028
9330,1,0,184.114911
9331,1,0,165.722781
9332,1,0,160.92634
9333,1,0,156.099506
9334,0,,
9335,0,,
9336,1,1,162.335458
9337,0,,
9338,0,,
9339,0,,
9340,1,1,157.814784
9341,1,1,154.411184
9342,1,1,169.684838
9343,0,,
9344,0,,
9345,0,,
9346,1,1,161.257337
9347,1,0,151.410321
9348,0,,
9349,0,,
9350,1,0,140.72576
9351,1,1,158.757083
9352,1,1,202.733224
9353,0,,
9354,0,,
9355,1,1,178.629974
9356,0,,
9357,0,,
9358,0,,
9359,0,,
9360,1,0,152.09608
9361,0,,
9362,0,,
9363,1,1,173.973954
9364,1,1,179.060922
