event_index,n_gen_triplet,leading_truth_triplet_slot,m_jet1jet2,m_jet2jet3
5055,1,0,89.8941265,82.9247818
5056,0,,,
5057,0,,,
5058,1,0,37.0859203,62.2234642
5059,0,,,
5060,0,,,
5061,0,,,
5062,0,,,
5063,2,1,98.9545534,79.547601
5064,1,1,70.0665084,65.8212456
5065,0,,,
5066,0,,,
5067,0,,,
5068,0,,,
5069,0,,,
5070,0,,,
5071,0,,,
5072,0,,,
5073,0,,,
5074,0,,,
5075,0,,,
5076,0,,,
5077,0,,,
5078,0,,,
5079,0,,,
5080,0,,,
5081,0,,,
5082,0,,,
5083,0,,,
5084,1,1,59.4024458,84.916088
5085,2,1,86.3878014,88.9613248
5086,0,,,
5087,0,,,
5088,0,,,
5089,0,,,
5090,1,0,121.536789,60.7289734
5091,1,0,93.3035642,57.1022926
5092,0,,,
5093,1,1,59.9646106,86.6862103
5094,1,0,75.9880659,60.8001717
5095,0,,,
5096,1,1,94.26607,60.6531856
5097,0,,,
5098,1,1,62.6987897,104.90429
5099,1,1,130.3711,72.8826829
5100,1,0,102.495252,57.4043572
5101,0,,,
5102,0,,,
5103,1,0,114.761994,80.7532565
5104,0,,,
5105,0,,,
5106,0,,,
5107,1,1,121.534899,81.287662
5108,0,,,
5109,1,0,100.522266,73.9536217
5110,0,,,
5111,1,1,103.262436,67.9611493
5112,0,,,
5113,0,,,
5114,1,1,75.5101997,83.5109115
5115,1,1,90.6298056,79.13921
5116,0,,,
5117,0,,,
5118,0,,,
5119,1,1,144.76176,73.9396769
5120,0,,,
5121,0,,,
5122,1,0,70.2523085,76.0072732
5123,1,0,113.33047,82.2995583
5124,0,,,
5125,1,1,93.0332778,113.632462
5126,0,,,
5127,0,,,
5128,1,0,86.5023209,106.287217
5129,0,,,
5130,0,,,
5131,0,,,
5132,0,,,
5133,0,,,
5134,0,,,
5135,0,,,
5136,1,1,83.1788605,69.7448438
5137,1,1,90.6544864,92.5933612
5138,1,0,232.320644,106.630607
5139,1,1,55.0511444,78.6465159
5140,1,1,78.8166238,105.470284
5141,0,,,
5142,1,0,83.3500551,88.8628236
5143,1,1,78.9288036,97.7114692
5144,1,1,99.3585742,77.6504061
5145,0,,,
5146,0,,,
5147,0,,,
5148,1,0,164.067518,91.7271787
5149,0,,,
5150,0,,,
5151,0,,,
5152,1,1,63.7897708,72.9115123
5153,0,,,
5154,0,,,
5155,1,1,99.6446364,89.4890082
5156,1,1,76.5421404,83.5176235
5157,0,,,
5158,1,0,103.041677,73.1062066
5159,1,1,140.589193,84.8137981
5160,0,,,
5161,0,,,
5162,0,,,
5163,1,1,101.549677,81.4888364
5164,0,,,
5165,1,0,88.541701,78.3217763
5166,1,1,79.9257072,73.0105036
5167,0,,,
5168,0,,,
5169,0,,,
5170,0,,,
5171,0,,,
5172,0,,,
5173,1,1,137.134148,84.7013603
5174,0,,,
5175,0,,,
5176,2,0,102.486103,70.7090896
5177,0,,,
5178,0,,,
5179,0,,,
5180,0,,,
5181,0,,,
5182,0,,,
5183,0,,,
5184,0,,,
5185,0,,,
5186,0,,,
5187,0,,,
5188,1,1,139.69621,75.0111695
5189,0,,,
5190,0,,,
5191,0,,,
5192,0,,,
5193,1,0,74.5425767,51.0533502
5194,1,0,217.048373,89.2220524
5195,0,,,
5196,0,,,
5197,1,1,80.5680604,99.5784164
5198,0,,,
5199,1,1,116.750802,86.3269744
5200,1,1,120.494269,190.750801
5201,0,,,
5202,0,,,
5203,0,,,
5204,1,0,227.323223,172.067691
5205,0,,,
5206,2,1,327.963898,91.0047925
5207,2,0,87.7813934,66.7957765
5208,0,,,
5209,0,,,
5210,0,,,
5211,0,,,
5212,1,1,75.4062275,79.7818054
5213,1,0,53.9057262,81.9459611
5214,0,,,
5215,0,,,
5216,0,,,
5217,2,1,146.712212,77.3436869
5218,0,,,
5219,0,,,
5220,0,,,
5221,1,1,83.410161,72.7285567
5222,0,,,
5223,1,0,75.4648543,108.02823
5224,1,0,80.2070715,85.5529992
5225,2,0,94.4075117,73.8616606
5226,0,,,
5227,0,,,
5228,0,,,
5229,0,,,
5230,2,1,58.8915575,91.7405443
5231,1,0,133.340958,68.8928522
5232,2,0,124.425445,69.648056
5233,0,,,
5234,0,,,
5235,1,1,67.7502437,78.7719658
5236,1,1,94.3440583,75.3061016
5237,0,,,
5238,1,0,121.470778,53.6221459
5239,1,1,100.687188,113.912011
5240,1,0,76.7321957,80.5032897
5241,2,1,94.9418008,69.6399012
5242,0,,,
5243,0,,,
5244,0,,,
5245,0,,,
5246,0,,,
5247,1,1,120.280034,74.2765379
5248,0,,,
5249,0,,,
5250,0,,,
5251,0,,,
5252,0,,,
5253,2,1,133.859307,99.5192709
5254,0,,,
5255,0,,,
5256,1,0,192.230222,98.575812
5257,0,,,
5258,0,,,
5259,1,1,106.952501,52.1298849
5260,2,0,149.118214,78.4755538
5261,2,0,75.8391705,95.0258365
5262,0,,,
5263,0,,,
5264,0,,,
5265,0,,,
5266,0,,,
5267,0,,,
5268,0,,,
5269,1,0,118.130873,79.2500097
5270,0,,,
5271,0,,,
5272,0,,,
5273,0,,,
5274,0,,,
5275,2,1,130.331827,77.564909
5276,1,0,99.9616015,113.019055
5277,0,,,
5278,1,0,80.4834162,74.2594556
5279,1,0,132.068804,84.6410439
5280,0,,,
5281,0,,,
5282,0,,,
5283,1,1,97.9098562,86.843121
5284,0,,,
5285,1,0,109.537128,97.6892721
5286,0,,,
5287,1,1,141.564977,60.9712844
5288,2,0,82.3931832,106.677436
5289,0,,,
5290,0,,,
5291,1,0,122.617183,74.4543005
5292,0,,,
5293,1,0,66.4722982,48.481644
5294,1,1,51.7871712,61.5204368
5295,0,,,
5296,0,,,
5297,0,,,
5298,0,,,
5299,1,0,119.075085,73.8631485
5300,0,,,
5301,0,,,
5302,1,0,81.121399,102.145824
5303,1,1,95.1250755,75.2236429
5304,0,,,
5305,0,,,
5306,1,0,132.386888,72.9736378
5307,0,,,
5308,1,1,91.7656822,81.9359589
5309,0,,,
5310,0,,,
5311,0,,,
5312,0,,,
5313,0,,,
5314,0,,,
5315,1,0,146.578555,55.1750906
5316,1,0,250.896052,73.0803258
5317,1,0,97.1685518,84.6435952
5318,0,,,
5319,1,0,78.2187104,71.8134883
5320,0,,,
5321,0,,,
5322,0,,,
5323,0,,,
5324,0,,,
5325,1,0,76.1578202,82.6001804
5326,1,1,145.191623,80.5647174
5327,0,,,
5328,1,1,106.348613,73.1623446
5329,1,1,124.231379,79.9702803
5330,0,,,
5331,0,,,
5332,1,0,86.2921056,116.248422
5333,0,,,
5334,0,,,
5335,1,1,80.4405317,96.6186683
5336,0,,,
5337,1,1,72.1223594,62.456061
5338,1,1,88.6428037,63.0580108
5339,0,,,
5340,2,0,66.4633004,106.680856
5341,1,1,135.49498,84.5997472
5342,1,0,249.79028,58.0751004
5343,1,0,113.607534,84.3542211
5344,1,1,81.4891081,81.4114267
5345,1,0,81.742404,73.882886
5346,0,,,
5347,0,,,
5348,0,,,
5349,1,1,78.506485,126.83727
5350,1,1,116.74724,104.451986
5351,0,,,
5352,1,0,134.633349,68.0618321
5353,1,1,122.742667,78.8116932
5354,1,0,114.8855,59.6676649
5355,0,,,
5356,1,1,85.6436324,90.4812641
5357,1,0,84.9129495,124.426876
5358,0,,,
5359,1,1,118.969946,316.179786
5360,0,,,
5361,0,,,
5362,1,0,120.448458,77.7998194
5363,0,,,
5364,1,0,126.624678,62.8417054
5365,1,0,82.255981,86.7804564
5366,0,,,
5367,0,,,
5368,1,0,115.494381,108.60664
5369,1,0,82.0857313,105.427898
5370,0,,,
5371,1,1,137.842301,56.6409169
5372,0,,,
5373,1,1,60.3681395,92.2210568
5374,0,,,
5375,1,1,132.750257,82.0526717
5376,0,,,
5377,0,,,
5378,2,1,118.107912,90.1350874
5379,1,1,116.985532,80.1500788
5380,0,,,
5381,0,,,
5382,0,,,
5383,1,0,270.013269,96.6480304
5384,0,,,
5385,1,0,124.064346,85.9446246
5386,1,0,157.332918,64.1951029
5387,0,,,
5388,1,0,78.4598501,128.215127
5389,1,0,97.9724049,38.1123502
5390,0,,,
5391,0,,,
5392,0,,,
5393,0,,,
5394,0,,,
5395,0,,,
5396,2,0,87.9673862,70.5040952
5397,1,1,58.1188908,26.0119728
5398,0,,,
5399,1,0,58.5885594,40.1438801
5400,0,,,
5401,1,0,132.986266,76.6705535
5402,1,1,107.414385,74.9289542
5403,0,,,
5404,2,1,113.865201,107.908794
5405,2,1,73.2584826,93.8362804
5406,0,,,
5407,0,,,
5408,0,,,
5409,0,,,
5410,0,,,
5411,0,,,
5412,0,,,
5413,0,,,
5414,0,,,
5415,0,,,
5416,0,,,
5417,1,0,86.7245023,123.037347
5418,0,,,
5419,2,0,130.804707,79.3795813
5420,1,1,128.009596,63.2240619
5421,1,0,146.201092,75.9526707
5422,0,,,
5423,1,1,82.1740673,77.4302365
5424,0,,,
5425,1,0,129.128812,80.7004814
5426,0,,,
5427,0,,,
5428,0,,,
5429,0,,,
5430,0,,,
5431,0,,,
5432,1,0,156.675917,84.0064842
5433,1,0,134.581714,86.0220248
5434,1,0,92.1065821,110.168833
5435,0,,,
5436,0,,,
5437,0,,,
5438,0,,,
5439,1,1,257.123625,90.0987496
5440,0,,,
5441,0,,,
5442,0,,,
5443,1,1,68.5301415,59.8272103
5444,0,,,
5445,1,1,78.9623504,103.002928
5446,0,,,
5447,0,,,
5448,0,,,
5449,0,,,
5450,0,,,
5451,0,,,
5452,0,,,
5453,0,,,
5454,0,,,
5455,0,,,
5456,1,0,134.008795,91.4745439
5457,0,,,
5458,0,,,
5459,0,,,
5460,0,,,
5461,0,,,
5462,0,,,
5463,1,1,58.0671922,66.9138964
5464,1,0,54.3165029,50.8047536
5465,1,1,81.6591333,92.774864
5466,0,,,
5467,0,,,
5468,0,,,
5469,0,,,
5470,1,0,82.0017943,73.9515293
5471,0,,,
5472,1,0,179.7805,69.5860208
5473,1,0,81.1062928,69.1762105
5474,1,0,96.7302293,92.7532738
5475,0,,,
5476,1,1,171.833904,171.726222
5477,0,,,
5478,0,,,
5479,1,0,121.3523,107.059998
5480,1,1,131.508273,86.2462628
5481,1,0,133.99097,116.711384
5482,1,1,84.4318967,63.810952
5483,1,0,119.402722,95.7105884
5484,1,0,84.7985512,112.384482
5485,0,,,
5486,0,,,
5487,1,0,128.340127,79.1559413
5488,1,1,128.308451,75.7327425
5489,0,,,
5490,1,0,226.117453,102.543268
5491,0,,,
5492,0,,,
5493,0,,,
5494,0,,,
5495,0,,,
5496,0,,,
5497,1,1,117.962402,73.0937544
5498,0,,,
5499,1,1,72.1978939,64.5443723
5500,1,0,155.875288,112.921803
5501,0,,,
5502,0,,,
5503,1,1,118.420055,73.1753225
5504,0,,,
5505,0,,,
5506,0,,,
5507,1,0,99.5857777,75.3890417
5508,2,1,111.839345,75.7298054
5509,1,1,127.26463,80.7751001
5510,0,,,
5511,0,,,
5512,1,0,92.2096166,110.768626
5513,0,,,
5514,1,0,183.962015,101.65846
5515,1,1,114.291766,86.8703877
5516,1,1,118.049651,70.5604526
5517,0,,,
5518,0,,,
5519,0,,,
5520,2,1,75.9750848,72.2669525
5521,0,,,
5522,1,1,92.8880118,110.116797
5523,1,1,75.6632924,69.3993982
5524,0,,,
5525,1,0,72.754829,42.5112187
5526,1,1,105.639942,56.6743279
5527,0,,,
5528,0,,,
5529,0,,,
5530,0,,,
5531,0,,,
5532,0,,,
5533,0,,,
5534,0,,,
5535,1,1,74.0163597,81.1930871
5536,0,,,
5537,1,1,136.339222,76.2563762
5538,0,,,
5539,0,,,
5540,1,0,142.96093,65.7259847
5541,0,,,
5542,0,,,
5543,2,1,77.6438735,125.3734
5544,0,,,
5545,2,0,96.5883756,104.066713
5546,0,,,
5547,1,0,175.49191,130.765767
5548,0,,,
5549,0,,,
5550,1,1,139.372105,69.2055157
5551,1,1,84.4297532,78.0598947
5552,1,1,133.761323,60.9045025
5553,1,0,121.370013,81.8212597
5554,1,0,106.029058,44.9565526
5555,1,0,70.7700658,102.935384
5556,0,,,
5557,0,,,
5558,1,0,68.3716564,109.670034
5559,2,1,155.485901,45.5672078
5560,0,,,
5561,1,1,81.9864942,69.1370833
5562,0,,,
5563,0,,,
5564,1,1,131.667156,81.6256325
5565,0,,,
5566,0,,,
5567,0,,,
5568,1,0,93.7681779,85.5928457
5569,0,,,
5570,0,,,
5571,1,0,84.3464516,70.0322037
5572,0,,,
5573,1,0,81.1960579,76.8714309
5574,1,0,80.864624,104.630309
5575,1,1,83.6060024,95.6044084
5576,1,1,147.674343,40.0997374
5577,0,,,
5578,0,,,
5579,1,1,129.093427,77.4745402
5580,1,1,130.507059,58.9776059
5581,1,1,120.272765,62.012357
5582,1,1,102.809242,74.8188509
5583,1,1,110.285769,82.4812721
5584,1,0,89.3518964,73.3541868
5585,0,,,
5586,0,,,
5587,2,1,122.119965,85.3933336
5588,0,,,
5589,1,0,57.749445,109.510366
5590,0,,,
5591,1,0,138.741864,75.8421685
5592,0,,,
5593,0,,,
5594,1,0,135.308311,92.6829158
5595,1,1,103.745464,110.58923
5596,1,1,87.9626609,99.0736401
5597,0,,,
5598,0,,,
5599,1,0,119.474306,75.8737754
5600,0,,,
5601,1,1,120.703405,115.489601
5602,0,,,
5603,1,1,68.747293,77.4723185
5604,1,0,130.623598,54.8361538
5605,1,0,111.935928,82.2407341
5606,0,,,
5607,0,,,
5608,0,,,
5609,0,,,
5610,0,,,
5611,0,,,
5612,1,1,77.7497854,101.817051
5613,1,1,113.421329,62.1689508
5614,1,0,140.500505,115.809239
5615,1,0,85.6972033,82.5550892
5616,0,,,
5617,1,0,92.6145013,103.550746
5618,1,1,87.2420398,60.6483409
5619,1,1,111.915466,64.8447249
5620,0,,,
5621,2,1,76.0141301,81.6412312
5622,1,0,122.894835,69.6034795
5623,1,0,61.2610721,76.6248476
5624,0,,,
5625,0,,,
5626,1,0,115.63124,137.03496
5627,1,0,80.2953547,64.1365644
5628,1,1,117.387314,54.8126397
5629,0,,,
5630,0,,,
5631,0,,,
5632,0,,,
5633,0,,,
5634,0,,,
5635,0,,,
5636,1,1,149.753249,94.8508928
5637,0,,,
5638,0,,,
5639,0,,,
5640,2,0,132.881997,67.8795452
5641,0,,,
5642,1,0,73.0748708,79.2814404
5643,0,,,
5644,0,,,
5645,1,0,166.560668,63.954283
5646,0,,,
5647,0,,,
5648,0,,,
5649,1,1,92.6318669,70.6813933
5650,1,1,96.4649023,99.8604747
5651,1,1,313.484743,157.054303
5652,0,,,
5653,1,1,75.9190965,87.1841495
5654,1,1,163.052919,69.1674083
5655,0,,,
5656,1,1,116.256261,82.8043521
5657,1,1,90.8249458,114.081617
5658,1,0,119.027642,70.3778257
5659,0,,,
5660,1,0,107.557415,66.1924059
5661,1,1,78.0720877,59.3882554
5662,0,,,
5663,0,,,
5664,0,,,
5665,0,,,
5666,1,0,80.0367585,100.599226
5667,0,,,
5668,0,,,
5669,1,0,156.234543,94.3474731
5670,0,,,
5671,0,,,
5672,0,,,
5673,0,,,
5674,0,,,
5675,0,,,
5676,1,0,115.182899,88.4745555
5677,2,0,107.081875,93.0437228
5678,0,,,
5679,1,1,81.8620904,101.117139
5680,1,0,47.860593,78.2663596
5681,1,1,148.108119,44.1082879
5682,1,0,75.9092966,72.6833166
5683,0,,,
5684,1,1,210.288235,80.6488548
5685,1,1,67.7618872,76.7624718
5686,0,,,
5687,2,0,120.753581,76.4918835
5688,0,,,
5689,0,,,
5690,1,1,84.3249833,95.5956851
5691,1,0,109.619561,80.2910036
5692,0,,,
5693,0,,,
5694,0,,,
5695,0,,,
5696,1,0,207.014617,132.668815
5697,1,1,115.887192,74.2215542
5698,0,,,
5699,1,0,110.650387,90.1871635
5700,1,0,99.4744397,79.9359747
5701,0,,,
5702,0,,,
5703,0,,,
5704,1,0,122.672649,72.6912693
5705,1,0,78.3161673,77.2262348
5706,1,0,141.360075,80.3721024
5707,1,1,75.8345656,105.979099
5708,0,,,
5709,1,1,116.960559,48.6017155
5710,1,1,80.5814393,81.797393
5711,1,0,121.71628,95.8106623
5712,0,,,
5713,1,0,143.818206,87.5563477
5714,0,,,
5715,0,,,
5716,0,,,
5717,0,,,
5718,1,0,131.542453,67.7058043
5719,0,,,
5720,1,1,144.004573,54.8462007
5721,0,,,
5722,1,1,95.8174736,75.7265851
5723,1,0,59.5867833,74.5273966
5724,0,,,
5725,1,1,126.182248,72.6721158
5726,0,,,
5727,1,1,88.7099226,74.0322418
5728,0,,,
5729,1,0,132.141404,50.3854871
5730,0,,,
5731,0,,,
5732,0,,,
5733,0,,,
5734,0,,,
5735,0,,,
5736,0,,,
5737,0,,,
5738,1,1,147.906162,82.0337143
5739,0,,,
5740,1,0,118.693969,79.1320518
5741,0,,,
5742,0,,,
5743,1,1,133.333685,79.9665472
5744,1,0,90.8713311,74.9248532
5745,0,,,
5746,0,,,
5747,1,1,112.281407,66.8069219
5748,0,,,
5749,1,1,74.3203993,79.9631557
5750,1,0,79.1654638,80.63596
5751,0,,,
5752,1,1,89.0188469,77.2830358
5753,0,,,
5754,0,,,
5755,0,,,
5756,1,0,84.7975303,121.333544
5757,0,,,
5758,0,,,
5759,2,0,63.4037035,76.9939344
5760,0,,,
5761,1,1,81.9667005,72.0339377
5762,0,,,
5763,0,,,
5764,0,,,
5765,0,,,
5766,1,1,75.6757414,84.7948881
5767,0,,,
5768,1,1,95.602377,79.9149493
5769,0,,,
5770,0,,,
5771,0,,,
5772,0,,,
5773,1,1,136.22655,97.3807964
5774,1,0,139.094344,73.6788383
5775,0,,,
5776,0,,,
5777,1,0,272.263764,97.5276424
5778,0,,,
5779,0,,,
5780,0,,,
5781,0,,,
5782,1,0,95.509343,50.325286
5783,1,1,105.755916,89.994931
5784,0,,,
5785,1,1,131.118243,76.8367994
5786,0,,,
5787,0,,,
5788,2,1,74.430987,87.536362
5789,2,0,90.4932271,71.4273673
5790,0,,,
5791,0,,,
5792,1,0,125.155857,74.8065753
5793,0,,,
5794,0,,,
5795,0,,,
5796,0,,,
5797,0,,,
5798,1,0,109.33275,102.205607
5799,0,,,
5800,0,,,
5801,0,,,
5802,1,0,116.864928,106.686421
5803,0,,,
5804,2,1,85.3821134,84.9987382
5805,2,0,144.986557,79.4620233
5806,0,,,
5807,0,,,
5808,0,,,
5809,0,,,
5810,0,,,
5811,0,,,
5812,0,,,
5813,1,0,112.679792,91.7915165
5814,1,1,81.3279732,86.758146
5815,0,,,
5816,1,0,86.6552585,70.3930749
5817,0,,,
5818,0,,,
5819,0,,,
5820,1,1,61.9605487,71.1913945
5821,1,0,56.6607326,87.8469308
5822,0,,,
5823,1,1,119.991125,88.9363914
5824,0,,,
5825,1,1,112.678725,100.298413
5826,0,,,
5827,0,,,
5828,1,0,102.88237,73.1095163
5829,0,,,
5830,0,,,
5831,1,0,89.0995067,90.8832177
5832,1,1,80.8004511,97.9483266
5833,1,1,55.1562161,113.984916
5834,1,0,82.9232993,97.4959779
5835,1,1,70.5779477,75.0171735
5836,0,,,
5837,0,,,
5838,1,0,75.447927,74.6890462
5839,1,1,76.5568615,109.942982
5840,1,0,312.722535,112.722547
5841,0,,,
5842,0,,,
5843,1,1,155.566299,78.9159041
5844,0,,,
5845,1,0,180.378172,97.2798281
5846,1,0,101.211126,105.778876
5847,1,0,69.9596619,61.5627505
5848,0,,,
5849,1,1,89.8659902,94.1644481
5850,0,,,
5851,0,,,
5852,0,,,
5853,1,0,109.373976,98.0616846
5854,0,,,
5855,0,,,
5856,2,1,72.5377349,102.307474
5857,0,,,
5858,0,,,
5859,1,0,141.217915,79.4858122
5860,0,,,
5861,0,,,
5862,1,1,124.04621,92.5333957
5863,0,,,
5864,1,0,100.534779,115.492444
5865,0,,,
5866,0,,,
5867,1,0,142.189444,118.244745
5868,1,0,256.005231,195.160944
5869,0,,,
5870,0,,,
5871,0,,,
5872,1,0,50.8370428,77.3824333
5873,0,,,
5874,0,,,
5875,1,0,113.239488,84.9692982
5876,0,,,
5877,0,,,
5878,1,0,96.6618051,61.1891077
5879,0,,,
5880,0,,,
5881,1,1,110.486628,79.172176
5882,0,,,
5883,1,1,198.826937,86.2002149
5884,0,,,
5885,0,,,
5886,0,,,
5887,1,1,87.7492766,70.5845112
5888,0,,,
5889,0,,,
5890,1,0,107.793794,99.838122
5891,1,0,77.7826505,160.050911
5892,1,0,115.078688,71.5985915
5893,0,,,
5894,0,,,
5895,0,,,
5896,1,0,130.352497,68.8569992
5897,1,0,131.391948,67.0359631
5898,1,0,135.172047,74.3126883
5899,0,,,
5900,0,,,
5901,0,,,
5902,0,,,
5903,2,0,92.2587943,71.2174904
5904,0,,,
5905,0,,,
5906,1,1,139.257211,67.8549661
5907,1,0,126.225043,80.502221
5908,0,,,
5909,0,,,
5910,1,0,301.595888,146.658961
5911,0,,,
5912,0,,,
5913,0,,,
5914,0,,,
5915,0,,,
5916,0,,,
5917,2,0,95.9932558,91.7420781
5918,0,,,
5919,0,,,
5920,0,,,
5921,0,,,
5922,1,0,124.158813,79.3756996
5923,0,,,
5924,1,1,127.016228,54.3565393
5925,0,,,
5926,1,0,75.5280161,73.9769881
5927,1,1,114.962485,64.2033645
5928,0,,,
5929,1,0,234.41102,74.9045238
5930,0,,,
5931,0,,,
5932,1,0,117.474905,88.9140517
5933,0,,,
5934,0,,,
5935,0,,,
5936,1,0,214.827411,123.443337
5937,1,1,175.919468,162.002519
5938,2,1,74.7656461,83.3693774
5939,1,1,89.8811128,123.168334
5940,0,,,
5941,0,,,
5942,0,,,
5943,0,,,
5944,1,0,92.4085543,73.5672893
5945,0,,,
5946,0,,,
5947,0,,,
5948,2,1,73.7156264,84.4198259
5949,1,1,120.524253,84.4112579
5950,1,0,124.252054,194.976528
5951,0,,,
5952,1,1,83.7198819,75.3676039
5953,0,,,
5954,2,0,76.211109,68.3960375
5955,0,,,
5956,0,,,
5957,0,,,
5958,0,,,
5959,1,1,102.847193,98.8639873
5960,0,,,
5961,1,1,227.435059,134.574709
5962,0,,,
5963,0,,,
5964,0,,,
5965,0,,,
5966,1,1,96.2841151,76.8218728
5967,0,,,
5968,0,,,
5969,1,0,84.378186,121.030652
5970,0,,,
5971,0,,,
5972,0,,,
5973,1,1,45.7910059,97.1046039
5974,1,0,64.3717579,82.618994
5975,0,,,
5976,0,,,
5977,0,,,
5978,1,1,103.779096,54.6216285
5979,0,,,
5980,0,,,
5981,0,,,
5982,0,,,
5983,1,0,96.2430093,105.350968
5984,0,,,
5985,0,,,
5986,0,,,
5987,0,,,
5988,0,,,
5989,1,0,112.52655,82.5611511
5990,0,,,
5991,1,0,119.444266,96.072998
5992,0,,,
5993,0,,,
5994,1,1,79.4252447,55.1181817
5995,1,1,229.894878,64.9626285
5996,1,1,80.4229388,105.098061
5997,0,,,
5998,1,0,188.227836,117.680659
5999,0,,,
6000,1,1,195.828083,98.7459439
6001,1,1,160.110204,89.7841842
6002,0,,,
6003,0,,,
6004,0,,,
6005,0,,,
6006,2,1,81.6406949,111.639362
6007,0,,,
6008,1,0,149.987957,63.0640611
6009,1,1,151.080145,55.8351123
6010,1,0,111.223795,82.7695769
6011,1,1,168.568643,84.0491867
6012,0,,,
6013,0,,,
6014,1,1,141.55636,81.4793233
6015,0,,,
6016,0,,,
6017,0,,,
6018,0,,,
6019,0,,,
6020,0,,,
6021,0,,,
6022,1,0,92.7434493,133.690266
6023,2,1,80.8812574,91.7691377
6024,1,1,80.4117288,103.029471
6025,0,,,
6026,1,0,139.973303,120.925355
6027,0,,,
6028,0,,,
6029,1,0,131.685675,47.5049064
6030,0,,,
6031,0,,,
6032,1,1,99.2568768,59.9850164
6033,0,,,
6034,0,,,
6035,0,,,
6036,0,,,
6037,0,,,
6038,1,1,126.66663,79.1605477
6039,0,,,
6040,1,1,58.4319356,76.8573875
6041,2,1,108.803585,56.7916593
6042,0,,,
6043,0,,,
6044,1,1,147.856363,129.614435
6045,1,0,117.977733,67.7012226
6046,1,0,98.1664514,58.4364591
6047,1,0,142.105366,84.5563206
6048,0,,,
6049,0,,,
6050,0,,,
6051,0,,,
6052,0,,,
6053,1,0,121.66604,70.5979112
6054,0,,,
6055,0,,,
6056,1,0,140.213563,65.3628754
6057,1,1,75.24352,144.089324
6058,0,,,
6059,0,,,
6060,1,1,140.474528,45.4684437
6061,1,0,163.194018,89.6792212
6062,1,1,59.308639,62.3852736
6063,0,,,
6064,1,0,126.187711,166.552605
6065,0,,,
6066,1,0,106.864508,75.9919677
6067,0,,,
6068,0,,,
6069,0,,,
6070,1,0,62.5697438,85.3921644
6071,2,0,94.027961,126.155536
6072,1,1,162.351442,49.9092065
6073,0,,,
6074,1,1,92.0003673,76.0316546
6075,0,,,
6076,1,1,99.3774469,53.2156013
6077,0,,,
6078,0,,,
6079,0,,,
6080,1,0,152.980134,46.5586359
6081,0,,,
6082,0,,,
6083,0,,,
6084,0,,,
6085,1,0,141.643995,63.5468524
6086,0,,,
6087,0,,,
6088,0,,,
6089,1,1,118.172562,80.0223626
6090,0,,,
6091,0,,,
6092,1,0,118.28329,63.9200122
6093,0,,,
6094,1,0,193.155434,119.26893
6095,1,1,68.2853726,66.5790294
6096,0,,,
6097,1,1,78.7347839,82.2966485
6098,0,,,
6099,0,,,
6100,0,,,
6101,1,0,46.6396168,77.4864318
6102,0,,,
6103,0,,,
6104,0,,,
6105,0,,,
6106,1,0,92.3273914,89.1112616
6107,0,,,
6108,1,0,145.659244,67.5545743
6109,0,,,
6110,0,,,
6111,1,0,106.210336,76.9480089
6112,0,,,
6113,0,,,
6114,0,,,
6115,1,1,84.6998762,97.8111285
6116,0,,,
6117,0,,,
6118,0,,,
6119,1,1,84.1159821,98.6494919
6120,1,1,136.154252,76.2456631
6121,0,,,
6122,0,,,
6123,1,1,139.276389,76.8995705
6124,0,,,
6125,0,,,
6126,1,1,78.9557476,45.7956743
6127,0,,,
6128,1,1,88.4414941,117.512071
6129,1,0,85.408139,80.7639508
6130,1,0,209.632978,129.859502
6131,2,1,75.2215587,100.171095
6132,0,,,
6133,0,,,
6134,0,,,
6135,2,0,96.3784838,76.4592909
6136,1,0,82.8721874,51.5661854
6137,1,1,156.375732,164.043086
6138,0,,,
6139,0,,,
6140,0,,,
6141,1,0,102.721943,58.6407692
6142,2,0,92.9498794,103.639777
6143,1,0,84.3661219,88.1644715
6144,1,1,118.518899,87.2806191
6145,1,1,113.093195,73.7909193
6146,0,,,
6147,1,0,109.645654,80.5913195
6148,0,,,
6149,1,1,80.5290134,104.148831
6150,0,,,
6151,1,0,76.5378764,90.7152401
6152,1,1,73.2977018,102.832254
6153,1,0,99.8097877,61.1284147
6154,0,,,
6155,0,,,
6156,0,,,
6157,0,,,
6158,0,,,
6159,2,0,95.8355076,80.5775659
6160,2,0,78.8911715,101.075297
6161,1,1,110.404337,83.5694888
6162,0,,,
6163,0,,,
6164,0,,,
6165,1,1,78.1407814,85.281904
6166,0,,,
6167,1,0,86.8330294,109.20251
6168,0,,,
6169,1,0,117.962318,101.725393
6170,0,,,
6171,0,,,
6172,1,0,85.4347309,80.6276408
6173,1,0,174.032324,73.0194628
6174,1,0,80.0817715,63.9053611
6175,1,0,81.0644752,109.154777
6176,0,,,
6177,0,,,
6178,0,,,
6179,1,1,58.0294459,72.6839379
6180,0,,,
6181,0,,,
6182,0,,,
6183,1,0,79.9737882,70.6439044
6184,0,,,
6185,1,0,102.756504,100.446205
6186,1,1,81.2109059,96.518103
6187,0,,,
6188,0,,,
6189,0,,,
6190,1,1,287.405566,129.601528
6191,0,,,
6192,0,,,
6193,1,0,130.894832,102.407445
6194,1,1,96.2539086,78.773031
6195,1,1,131.949303,77.4436704
6196,1,1,119.991388,104.643985
6197,0,,,
6198,1,1,119.819849,63.9519487
6199,0,,,
